"CREATEDBYID","CREATEDDATE","ID","ISACTIVE","ISARCHIVED","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","NAME","PRICEBOOK2ID","PRODUCT2ID","PRODUCTCODE","SYSTEMMODSTAMP","UNITPRICE","USESTANDARDPRICE","PRICEBOOK_SKU_AS_ID__C","SKU_AS_ID__C"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS6AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Women's Quick Drying Aqua Water Shoes With Zipper (7, Black/Pink)","01s3k000002UJ8oAAG","01t3k000005qcopAAA","GY-Q0ES-TELC","2019-10-28T03:04:02.000Z","9.99","false","01s3k000002UJ8oAAG_GY-Q0ES-TELC","GY-Q0ES-TELC"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP0AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Women's Quick Drying Aqua Water Shoes With Zipper (7, Black/Pink)","01s3k000002Tcq5AAC","01t3k000005qcopAAA","GY-Q0ES-TELC","2019-10-28T03:03:26.000Z","9.99","false","01s3k000002Tcq5AAC_GY-Q0ES-TELC","GY-Q0ES-TELC"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS7AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Fushia)","01s3k000002UJ8oAAG","01t3k000005qcoqAAA","HT-H18E-1T6F","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_HT-H18E-1T6F","HT-H18E-1T6F"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP1AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Fushia)","01s3k000002Tcq5AAC","01t3k000005qcoqAAA","HT-H18E-1T6F","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_HT-H18E-1T6F","HT-H18E-1T6F"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS8AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Mens adjustable sandals - Shower Flip Flops For Men | Nonslip Men's Slide On Sandals for Shower, Beach, Pool, Summer, Gym Slides | Arch Suport for Athletes | Multiple sizes and colors (1...","01s3k000002UJ8oAAG","01t3k000005qcorAAA","HV-QX5X-PMLM","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_HV-QX5X-PMLM","HV-QX5X-PMLM"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP2AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Mens adjustable sandals - Shower Flip Flops For Men | Nonslip Men's Slide On Sandals for Shower, Beach, Pool, Summer, Gym Slides | Arch Suport for Athletes | Multiple sizes and colors (1...","01s3k000002Tcq5AAC","01t3k000005qcorAAA","HV-QX5X-PMLM","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_HV-QX5X-PMLM","HV-QX5X-PMLM"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS9AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Droplet Nebulizing Diffuser For  Essential Oils and Organic Aromas Aromatherapy[Light Wood]","01s3k000002UJ8oAAG","01t3k000005qcosAAA","IR-7HGI-RCV8","2019-10-28T03:04:02.000Z","59.95","false","01s3k000002UJ8oAAG_IR-7HGI-RCV8","IR-7HGI-RCV8"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP3AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Droplet Nebulizing Diffuser For  Essential Oils and Organic Aromas Aromatherapy[Light Wood]","01s3k000002Tcq5AAC","01t3k000005qcosAAA","IR-7HGI-RCV8","2019-10-28T03:03:26.000Z","59.95","false","01s3k000002Tcq5AAC_IR-7HGI-RCV8","IR-7HGI-RCV8"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSAAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Rash Guard Athletic Tops","01s3k000002UJ8oAAG","01t3k000005qcotAAA","IX-OAUR-3S6X","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_IX-OAUR-3S6X","IX-OAUR-3S6X"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP4AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Rash Guard Athletic Tops","01s3k000002Tcq5AAC","01t3k000005qcotAAA","IX-OAUR-3S6X","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_IX-OAUR-3S6X","IX-OAUR-3S6X"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQLAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Large, White)","01s3k000002UJ8oAAG","01t3k000005qcn4AAA","A0-G9AN-6PSD","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_A0-G9AN-6PSD","A0-G9AN-6PSD"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNFAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Large, White)","01s3k000002Tcq5AAC","01t3k000005qcn4AAA","A0-G9AN-6PSD","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_A0-G9AN-6PSD","A0-G9AN-6PSD"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQMAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Casual Beach Dress with Pocket (One Size Fits Most, Navy)","01s3k000002UJ8oAAG","01t3k000005qcn5AAA","A1-D1OQ-4W14","2019-10-28T03:04:02.000Z","19.99","false","01s3k000002UJ8oAAG_A1-D1OQ-4W14","A1-D1OQ-4W14"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNGAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Casual Beach Dress with Pocket (One Size Fits Most, Navy)","01s3k000002Tcq5AAC","01t3k000005qcn5AAA","A1-D1OQ-4W14","2019-10-28T03:03:26.000Z","19.99","false","01s3k000002Tcq5AAC_A1-D1OQ-4W14","A1-D1OQ-4W14"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQNAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Women's Quick Drying Aqua Water Shoes With Zipper (9, Black/Pink)","01s3k000002UJ8oAAG","01t3k000005qcn6AAA","A6-I05X-ZPAD","2019-10-28T03:04:02.000Z","9.99","false","01s3k000002UJ8oAAG_A6-I05X-ZPAD","A6-I05X-ZPAD"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNHAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Women's Quick Drying Aqua Water Shoes With Zipper (9, Black/Pink)","01s3k000002Tcq5AAC","01t3k000005qcn6AAA","A6-I05X-ZPAD","2019-10-28T03:03:26.000Z","9.99","false","01s3k000002Tcq5AAC_A6-I05X-ZPAD","A6-I05X-ZPAD"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQOAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (12 M, Black)","01s3k000002UJ8oAAG","01t3k000005qcn7AAA","A9-IP6C-PKPQ","2019-10-28T03:04:02.000Z","11.99","false","01s3k000002UJ8oAAG_A9-IP6C-PKPQ","A9-IP6C-PKPQ"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNIAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (12 M, Black)","01s3k000002Tcq5AAC","01t3k000005qcn7AAA","A9-IP6C-PKPQ","2019-10-28T03:03:26.000Z","11.99","false","01s3k000002Tcq5AAC_A9-IP6C-PKPQ","A9-IP6C-PKPQ"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQPAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands 9 Pieces Amazing Arrow Rocket copter ,Large Size Led Light Up Glowing Slingshot Arrow Rocket Helicopter Flying Copters Toy Party Fun Gift Elastic","01s3k000002UJ8oAAG","01t3k000005qcn8AAA","AP-1CS3-TJW5","2019-10-28T03:04:02.000Z","5.99","false","01s3k000002UJ8oAAG_AP-1CS3-TJW5","AP-1CS3-TJW5"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNJAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands 9 Pieces Amazing Arrow Rocket copter ,Large Size Led Light Up Glowing Slingshot Arrow Rocket Helicopter Flying Copters Toy Party Fun Gift Elastic","01s3k000002Tcq5AAC","01t3k000005qcn8AAA","AP-1CS3-TJW5","2019-10-28T03:03:26.000Z","5.99","false","01s3k000002Tcq5AAC_AP-1CS3-TJW5","AP-1CS3-TJW5"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQQAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Raindrop 2.0 Nebulizing Essential Oil Diffuser For Aromatherapy By Organic Aromas Light-colored Wood Base and Glass Reservoir With Touch Sensor Light Switch","01s3k000002UJ8oAAG","01t3k000005qcn9AAA","B00MWQCNSW","2019-10-28T03:04:02.000Z","85.0","false","01s3k000002UJ8oAAG_B00MWQCNSW","B00MWQCNSW"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNKAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Raindrop 2.0 Nebulizing Essential Oil Diffuser For Aromatherapy By Organic Aromas Light-colored Wood Base and Glass Reservoir With Touch Sensor Light Switch","01s3k000002Tcq5AAC","01t3k000005qcn9AAA","B00MWQCNSW","2019-10-28T03:03:26.000Z","85.0","false","01s3k000002Tcq5AAC_B00MWQCNSW","B00MWQCNSW"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQRAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Raindrop 2.0 Nebulizing Essential Oil Diffuser For Aromatherapy By Organic Aromas Black-colored Wood Base and Glass Top And Touch Sensor Light Switch","01s3k000002UJ8oAAG","01t3k000005qcnAAAQ","B00RBP97D8","2019-10-28T03:04:02.000Z","90.0","false","01s3k000002UJ8oAAG_B00RBP97D8","B00RBP97D8"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNLAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Raindrop 2.0 Nebulizing Essential Oil Diffuser For Aromatherapy By Organic Aromas Black-colored Wood Base and Glass Top And Touch Sensor Light Switch","01s3k000002Tcq5AAC","01t3k000005qcnAAAQ","B00RBP97D8","2019-10-28T03:03:26.000Z","90.0","false","01s3k000002Tcq5AAC_B00RBP97D8","B00RBP97D8"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhQSAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (10, Black)","01s3k000002UJ8oAAG","01t3k000005qcnBAAQ","B06Y5JDGDHfbc","2019-10-28T03:04:02.000Z","8.5","false","01s3k000002UJ8oAAG_B06Y5JDGDHfbc","B06Y5JDGDHfbc"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhNMAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (10, Black)","01s3k000002Tcq5AAC","01t3k000005qcnBAAQ","B06Y5JDGDHfbc","2019-10-28T03:03:26.000Z","8.5","false","01s3k000002Tcq5AAC_B06Y5JDGDHfbc","B06Y5JDGDHfbc"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSBAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (9 M, Black)","01s3k000002UJ8oAAG","01t3k000005qcouAAA","J3-QRG9-J032","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_J3-QRG9-J032","J3-QRG9-J032"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP5AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (9 M, Black)","01s3k000002Tcq5AAC","01t3k000005qcouAAA","J3-QRG9-J032","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_J3-QRG9-J032","J3-QRG9-J032"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSCAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Rash Guard Athletic Tops","01s3k000002UJ8oAAG","01t3k000005qcovAAA","J4-D0C0-FZHK","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_J4-D0C0-FZHK","J4-D0C0-FZHK"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP6AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Rash Guard Athletic Tops","01s3k000002Tcq5AAC","01t3k000005qcovAAA","J4-D0C0-FZHK","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_J4-D0C0-FZHK","J4-D0C0-FZHK"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSDAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR BRANDS Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Small/Medium, Black/White Elephant)","01s3k000002UJ8oAAG","01t3k000005qcowAAA","JY-UKK8-FROJ","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_JY-UKK8-FROJ","JY-UKK8-FROJ"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP7AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR BRANDS Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Small/Medium, Black/White Elephant)","01s3k000002Tcq5AAC","01t3k000005qcowAAA","JY-UKK8-FROJ","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_JY-UKK8-FROJ","JY-UKK8-FROJ"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSEAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Large/XL, Blue/Black)","01s3k000002UJ8oAAG","01t3k000005qcoxAAA","K3-1FQ6-LTJ0","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_K3-1FQ6-LTJ0","K3-1FQ6-LTJ0"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP8AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Large/XL, Blue/Black)","01s3k000002Tcq5AAC","01t3k000005qcoxAAA","K3-1FQ6-LTJ0","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_K3-1FQ6-LTJ0","K3-1FQ6-LTJ0"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSFAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Howler Football Nerf Whistle Foam Football (Colors May Vary)","01s3k000002UJ8oAAG","01t3k000005qcoyAAA","KJ-L4KR-DI6W","2019-10-28T03:04:02.000Z","8.41","false","01s3k000002UJ8oAAG_KJ-L4KR-DI6W","KJ-L4KR-DI6W"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhP9AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Howler Football Nerf Whistle Foam Football (Colors May Vary)","01s3k000002Tcq5AAC","01t3k000005qcoyAAA","KJ-L4KR-DI6W","2019-10-28T03:03:26.000Z","8.41","false","01s3k000002Tcq5AAC_KJ-L4KR-DI6W","KJ-L4KR-DI6W"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSGAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","kjsdbvh","01s3k000002UJ8oAAG","01t3k000005qcozAAA","kjwhqwjkefl","2019-10-28T03:04:02.000Z","0.0","false","01s3k000002UJ8oAAG_kjwhqwjkefl","kjwhqwjkefl"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPAAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","kjsdbvh","01s3k000002Tcq5AAC","01t3k000005qcozAAA","kjwhqwjkefl","2019-10-28T03:03:26.000Z","0.0","false","01s3k000002Tcq5AAC_kjwhqwjkefl","kjwhqwjkefl"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSHAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Mens adjustable sandals - Shower Flip Flops For Men | Nonslip Men's Slide On Sandals for Shower, Beach, Pool, Summer, Gym Slides | Arch Suport for Athletes | Multiple sizes and colors (9...","01s3k000002UJ8oAAG","01t3k000005qcp0AAA","L4-AU9R-I4ZZ","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_L4-AU9R-I4ZZ","L4-AU9R-I4ZZ"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPBAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Mens adjustable sandals - Shower Flip Flops For Men | Nonslip Men's Slide On Sandals for Shower, Beach, Pool, Summer, Gym Slides | Arch Suport for Athletes | Multiple sizes and colors (9...","01s3k000002Tcq5AAC","01t3k000005qcp0AAA","L4-AU9R-I4ZZ","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_L4-AU9R-I4ZZ","L4-AU9R-I4ZZ"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSIAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Royal)","01s3k000002UJ8oAAG","01t3k000005qcp1AAA","LL-NGCK-H1AY","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_LL-NGCK-H1AY","LL-NGCK-H1AY"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPCAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Royal)","01s3k000002Tcq5AAC","01t3k000005qcp1AAA","LL-NGCK-H1AY","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_LL-NGCK-H1AY","LL-NGCK-H1AY"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSJAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Mens adjustable sandals - Shower Flip Flops For Men | Nonslip Men's Slide On Sandals for Shower, Beach, Pool, Summer, Gym Slides | Arch Support for Athletes | Multiple sizes (10 M US, Grey)","01s3k000002UJ8oAAG","01t3k000005qcp2AAA","M5-NGRL-FVD5","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_M5-NGRL-FVD5","M5-NGRL-FVD5"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPDAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Mens adjustable sandals - Shower Flip Flops For Men | Nonslip Men's Slide On Sandals for Shower, Beach, Pool, Summer, Gym Slides | Arch Support for Athletes | Multiple sizes (10 M US, Grey)","01s3k000002Tcq5AAC","01t3k000005qcp2AAA","M5-NGRL-FVD5","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_M5-NGRL-FVD5","M5-NGRL-FVD5"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSKAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (12 M, Black)","01s3k000002UJ8oAAG","01t3k000005qcp3AAA","MH-7N8M-9I54","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_MH-7N8M-9I54","MH-7N8M-9I54"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPEAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (12 M, Black)","01s3k000002Tcq5AAC","01t3k000005qcp3AAA","MH-7N8M-9I54","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_MH-7N8M-9I54","MH-7N8M-9I54"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSLAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Apple Watch Series 4 (GPS only) Aluminum Case Compatible iPhone 5s Above (Space Gray Aluminum case Black Sport Band, 44mm)","01s3k000002UJ8oAAG","01t3k000005qcp4AAA","MT-FA8I-HZCD","2019-10-28T03:04:02.000Z","509.99","false","01s3k000002UJ8oAAG_MT-FA8I-HZCD","MT-FA8I-HZCD"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPFAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Apple Watch Series 4 (GPS only) Aluminum Case Compatible iPhone 5s Above (Space Gray Aluminum case Black Sport Band, 44mm)","01s3k000002Tcq5AAC","01t3k000005qcp4AAA","MT-FA8I-HZCD","2019-10-28T03:03:26.000Z","509.99","false","01s3k000002Tcq5AAC_MT-FA8I-HZCD","MT-FA8I-HZCD"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSMAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Small/Medium, Black/White)","01s3k000002UJ8oAAG","01t3k000005qcp5AAA","MZ-A1CU-C3VR","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_MZ-A1CU-C3VR","MZ-A1CU-C3VR"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPGAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Small/Medium, Black/White)","01s3k000002Tcq5AAC","01t3k000005qcp5AAA","MZ-A1CU-C3VR","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_MZ-A1CU-C3VR","MZ-A1CU-C3VR"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSNAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR BRANDS Mens Zipper Water Shoes (13, Royal Blue)","01s3k000002UJ8oAAG","01t3k000005qcp6AAA","N1-DP0R-CEFV","2019-10-28T03:04:02.000Z","9.99","false","01s3k000002UJ8oAAG_N1-DP0R-CEFV","N1-DP0R-CEFV"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPHAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR BRANDS Mens Zipper Water Shoes (13, Royal Blue)","01s3k000002Tcq5AAC","01t3k000005qcp6AAA","N1-DP0R-CEFV","2019-10-28T03:03:26.000Z","9.99","false","01s3k000002Tcq5AAC_N1-DP0R-CEFV","N1-DP0R-CEFV"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSOAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (11 M, Grey)","01s3k000002UJ8oAAG","01t3k000005qcp7AAA","NL-LYI8-PGWQ","2019-10-28T03:04:02.000Z","11.99","false","01s3k000002UJ8oAAG_NL-LYI8-PGWQ","NL-LYI8-PGWQ"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhPIAAZ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (11 M, Grey)","01s3k000002Tcq5AAC","01t3k000005qcp7AAA","NL-LYI8-PGWQ","2019-10-28T03:03:26.000Z","11.99","false","01s3k000002Tcq5AAC_NL-LYI8-PGWQ","NL-LYI8-PGWQ"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhSmAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Play Visions Froggy Water Bouncer, Comes in Assorted Colors","01s3k000002UJ8oAAG","01t3k000005qcpVAAQ","UQ-GAIX-Z3C7","2019-10-28T03:04:02.000Z","3.0","false","01s3k000002UJ8oAAG_UQ-GAIX-Z3C7","UQ-GAIX-Z3C7"
